ID,Course,Semester,Final Grade
313212213,Linear algebra 2,2019A,75
121331222,Linear algebra 1,2018B,55
222212311,Linear algebra 2,2021B,97
121311112,Intro to Java,2022B,97
323132133,Calculus 2,2018B,72
223231112,Linear algebra 2,2021B,63
113131221,Intro to Java,2018B,61
311322123,Linear algebra 1,2023B,65
122313133,Linear algebra 1,2022B,58
133312111,Intro to Java,2022B,58
123321212,Calculus 2,2020A,46
123223132,Calculus 2,2023B,78
113112123,Intro to Java,2021B,56
331221333,Linear algebra 1,2023B,79
121321231,Intro to Java,2018B,54
232113122,Linear algebra 2,2022B,82
131311131,Linear algebra 2,2019A,79
233133233,Linear algebra 1,2023B,60
123232131,Linear algebra 1,2020A,74
131232223,Intro to Java,2023B,71
333131321,Calculus 1,2019A,64
223222223,Calculus 2,2020A,65
212111232,Calculus 2,2019A,74
132221221,Calculus 1,2020A,83
113231231,Intro to Java,2020A,82
211121332,Algorithms,2023B,58
321332122,Intro to Java,2022B,85
222212331,Algorithms,2020A,66
231332312,Calculus 1,2019A,65
112222333,Calculus 2,2020A,80
111323112,Intro to Java,2022B,72
121223121,Intro to Java,2020A,65
321332321,Calculus 1,2019A,66
312232223,Calculus 1,2023B,75
132322333,Calculus 2,2020A,48
331231312,Linear algebra 2,2019A,65
132113121,Calculus 1,2020A,77
133111123,Linear algebra 2,2018B,63
132311332,Intro to Java,2021B,75
133333223,Intro to Java,2020A,66
211123233,Calculus 1,2020A,75
331121111,Linear algebra 2,2020A,79
131313223,Calculus 2,2020A,60
311223313,Linear algebra 1,2022B,62
111123123,Linear algebra 1,2021B,80
231231222,Linear algebra 2,2021B,81
332133232,Calculus 1,2018B,98
212132132,Linear algebra 2,2022B,73
231132312,Linear algebra 2,2019A,82
233333132,Intro to Java,2023B,59
211331233,Intro to Java,2022B,73
222322213,Intro to Java,2019A,60
222323332,Calculus 1,2018B,100
123222113,Calculus 1,2021B,65
221223112,Linear algebra 2,2023B,68
332221233,Intro to Java,2018B,74
131323213,Linear algebra 2,2023B,22
133233123,Linear algebra 2,2022B,40
122333312,Algorithms,2018B,38
231213332,Calculus 2,2018B,66
323322121,Calculus 2,2019A,85
211123332,Linear algebra 2,2021B,81
132331333,Algorithms,2021B,70
122112131,Linear algebra 2,2019A,89
313323131,Linear algebra 1,2018B,67
333322332,Calculus 2,2018B,56
222322111,Intro to Java,2021B,52
312112223,Calculus 2,2023B,73
221112333,Linear algebra 2,2020A,62
113132131,Calculus 1,2020A,69
132223323,Intro to Java,2021B,61
123331213,Intro to Java,2019A,70
313223112,Calculus 2,2020A,76
332113321,Linear algebra 1,2019A,58
331112213,Intro to Java,2022B,74
313232231,Calculus 1,2020A,51
112233332,Intro to Java,2018B,59
312122132,Algorithms,2019A,57
312233211,Linear algebra 2,2022B,93
121332221,Linear algebra 2,2022B,62
333231112,Intro to Java,2021B,88
231323322,Linear algebra 1,2023B,70
322112211,Linear algebra 2,2018B,71
132121311,Linear algebra 1,2019A,64
123232122,Calculus 1,2023B,71
223333322,Linear algebra 2,2023B,37
133211121,Algorithms,2020A,82
333112122,Algorithms,2022B,72
331112321,Algorithms,2018B,42
213333212,Linear algebra 1,2018B,50
331321133,Linear algebra 2,2023B,91
233223312,Calculus 1,2021B,100
221111322,Linear algebra 2,2018B,79
323312112,Calculus 1,2019A,86
222111322,Algorithms,2019A,74
133323313,Calculus 2,2022B,81
313211132,Calculus 1,2021B,88
212333132,Calculus 2,2019A,75
131313211,Linear algebra 2,2022B,54
322331232,Calculus 1,2018B,91
212213231,Calculus 1,2019A,59
221222133,Linear algebra 2,2018B,84
332333223,Linear algebra 1,2023B,50
311332323,Algorithms,2019A,80
111131313,Calculus 1,2020A,49
133231223,Linear algebra 1,2018B,72
231122131,Calculus 2,2023B,58
233123333,Algorithms,2022B,69
333222223,Calculus 1,2022B,65
232133232,Calculus 2,2023B,50
333333232,Calculus 1,2018B,61
112321321,Algorithms,2018B,79
332333311,Linear algebra 1,2020A,74
321223112,Linear algebra 2,2022B,69
331231332,Linear algebra 2,2018B,51
212123221,Calculus 2,2023B,66
222333322,Linear algebra 1,2023B,81
333211232,Algorithms,2021B,62
111222323,Calculus 2,2023B,80
323212121,Calculus 2,2023B,91
331223222,Intro to Java,2020A,75
332232211,Algorithms,2022B,63
221111213,Linear algebra 2,2021B,69
313132222,Intro to Java,2020A,63
112232131,Algorithms,2023B,78
121311313,Linear algebra 1,2021B,67
232332132,Intro to Java,2021B,50
312233322,Linear algebra 1,2020A,78
322131333,Calculus 1,2019A,71
122221332,Calculus 1,2021B,67
232111323,Intro to Java,2018B,100
333223122,Intro to Java,2022B,79
312231323,Intro to Java,2023B,75
231123323,Calculus 2,2018B,48
321313311,Algorithms,2020A,62
222122121,Algorithms,2023B,100
131321123,Calculus 2,2023B,73
313222213,Calculus 2,2020A,66
232212211,Intro to Java,2020A,81
112212231,Linear algebra 1,2020A,60
312312311,Algorithms,2021B,56
113321132,Intro to Java,2019A,81
122321111,Intro to Java,2018B,99
311321223,Calculus 2,2018B,81
313121331,Intro to Java,2022B,82
133113313,Linear algebra 1,2023B,76
211213122,Intro to Java,2018B,74
311333131,Algorithms,2021B,82
221132332,Intro to Java,2023B,74
322313131,Calculus 1,2022B,78
213331223,Calculus 2,2021B,100
332113311,Linear algebra 2,2020A,52
113123231,Algorithms,2023B,54
321333313,Algorithms,2018B,58
232213213,Intro to Java,2018B,78
232122122,Calculus 2,2018B,79
322133122,Linear algebra 2,2022B,56
233131212,Intro to Java,2021B,63
122121331,Calculus 1,2019A,62
312221213,Intro to Java,2022B,70
111112131,Linear algebra 1,2020A,69
213112223,Intro to Java,2022B,91
322211131,Linear algebra 1,2021B,84
131123122,Calculus 2,2021B,44
122122112,Calculus 2,2019A,57
222131112,Intro to Java,2021B,82
111222122,Calculus 1,2021B,63
322122233,Linear algebra 1,2018B,56
333213113,Algorithms,2023B,72
213233121,Calculus 1,2019A,62
333213323,Linear algebra 1,2021B,67
213222322,Calculus 2,2022B,98
131111213,Linear algebra 1,2023B,86
331131322,Calculus 1,2019A,67
332122131,Linear algebra 1,2022B,79
231122121,Calculus 2,2023B,44
121113313,Intro to Java,2019A,47
131211232,Calculus 2,2020A,58
313221321,Calculus 1,2019A,74
331223132,Algorithms,2019A,73
121133112,Linear algebra 1,2019A,53
331322112,Linear algebra 2,2022B,62
222132232,Linear algebra 1,2022B,83
123233333,Calculus 1,2018B,87
233221132,Linear algebra 2,2019A,84
111322222,Algorithms,2022B,60
333233313,Calculus 1,2022B,77
223122313,Intro to Java,2022B,95
131212231,Calculus 2,2018B,78
111221131,Calculus 1,2021B,71
223232223,Intro to Java,2018B,77
332221123,Calculus 2,2020A,81
222113232,Intro to Java,2018B,79
123122312,Linear algebra 2,2019A,68
112121113,Linear algebra 2,2018B,66
313222121,Intro to Java,2023B,74
122123233,Intro to Java,2021B,57
111231121,Calculus 1,2019A,68
313113322,Calculus 2,2023B,71
211112213,Intro to Java,2022B,68
312123112,Calculus 2,2018B,60
211211223,Calculus 2,2019A,81
222131233,Calculus 2,2018B,80
223122311,Algorithms,2019A,55
321123212,Linear algebra 1,2022B,81
223311313,Linear algebra 2,2020A,81
123123321,Calculus 2,2019A,80
132122122,Calculus 1,2018B,52
123123322,Calculus 2,2018B,39
311223311,Calculus 2,2020A,76
223312321,Algorithms,2019A,74
131131313,Calculus 1,2021B,45
322312132,Linear algebra 1,2023B,42
112122131,Calculus 2,2021B,91
332331311,Intro to Java,2023B,88
233111233,Linear algebra 2,2018B,67
313223322,Algorithms,2021B,89
321131321,Calculus 1,2021B,82
222211321,Calculus 1,2019A,42
121112222,Linear algebra 2,2023B,76
133322322,Linear algebra 1,2021B,65
132313222,Intro to Java,2018B,61
323323121,Linear algebra 2,2021B,76
222113233,Algorithms,2020A,57
121111321,Calculus 1,2020A,64
221311211,Linear algebra 2,2020A,67
123122211,Linear algebra 1,2020A,87
312322211,Linear algebra 2,2023B,64
313122221,Linear algebra 2,2022B,56
323323113,Calculus 2,2021B,61
231321312,Calculus 1,2018B,52
113233311,Calculus 2,2023B,92
311311323,Calculus 2,2019A,62
131113132,Algorithms,2020A,71
333322221,Algorithms,2018B,56
222131222,Algorithms,2023B,56
332333121,Calculus 1,2019A,72
312111222,Linear algebra 1,2019A,37
322312122,Intro to Java,2019A,73
131131233,Intro to Java,2018B,77
213133311,Calculus 1,2022B,46
212313332,Intro to Java,2018B,61
331122313,Calculus 2,2018B,65
332312123,Intro to Java,2020A,74
223233333,Calculus 2,2023B,74
113213323,Algorithms,2018B,59
211332132,Linear algebra 2,2020A,49
123121333,Calculus 2,2022B,64
232112121,Algorithms,2020A,90
122133213,Calculus 1,2019A,77
223333223,Intro to Java,2018B,65
122232233,Intro to Java,2022B,83
121211213,Linear algebra 1,2020A,60
321131322,Linear algebra 2,2022B,66
322221331,Calculus 1,2019A,61
132133232,Algorithms,2021B,67
311323112,Algorithms,2021B,64
211112323,Linear algebra 1,2018B,98
223212133,Intro to Java,2021B,77
221333223,Calculus 1,2021B,55
323232222,Algorithms,2019A,56
233222131,Algorithms,2019A,93
223213313,Linear algebra 2,2023B,73
312312233,Calculus 2,2018B,62
123222331,Algorithms,2022B,69
211121113,Algorithms,2019A,56
321211331,Algorithms,2018B,93
332133221,Linear algebra 1,2023B,70
132233112,Calculus 1,2020A,50
321133222,Linear algebra 1,2023B,68
333113221,Algorithms,2021B,52
131133122,Algorithms,2018B,52
113223333,Intro to Java,2022B,65
312311313,Calculus 1,2019A,39
121123323,Calculus 1,2023B,91
221233212,Calculus 1,2021B,87
333123111,Calculus 1,2020A,71
322113233,Intro to Java,2020A,80
211122112,Linear algebra 1,2019A,93
231333211,Linear algebra 1,2019A,64
311333331,Calculus 2,2019A,58
121232222,Algorithms,2019A,81
331111221,Linear algebra 2,2023B,91
221132122,Linear algebra 1,2020A,65
313333311,Intro to Java,2018B,74
232223121,Calculus 2,2023B,83
311133122,Linear algebra 2,2020A,69
332133111,Calculus 1,2020A,67
331123132,Linear algebra 1,2018B,85
213333312,Calculus 2,2021B,38
331211212,Linear algebra 1,2021B,48
311222211,Linear algebra 1,2020A,70
333221332,Algorithms,2020A,69
222133323,Calculus 2,2018B,54
233231213,Algorithms,2022B,76
223121122,Calculus 1,2023B,64
213213211,Calculus 1,2022B,65
223211132,Intro to Java,2023B,65
321113331,Linear algebra 2,2019A,71
213223323,Linear algebra 2,2020A,94
121323313,Algorithms,2021B,97
332113111,Linear algebra 2,2023B,100
323232312,Linear algebra 2,2019A,78
213223231,Linear algebra 2,2018B,52
121311311,Calculus 2,2023B,73
222232331,Calculus 1,2023B,87
321121331,Algorithms,2019A,53
331121311,Intro to Java,2018B,69
331321312,Algorithms,2023B,89
323313121,Linear algebra 1,2019A,37
233133313,Calculus 2,2022B,84
311313112,Intro to Java,2023B,55
222321112,Linear algebra 2,2021B,66
311332211,Calculus 1,2019A,94
312223213,Algorithms,2021B,54
231222111,Intro to Java,2018B,63
233331132,Calculus 2,2021B,45
131323233,Calculus 2,2020A,77
221321313,Intro to Java,2022B,63
121333133,Linear algebra 1,2023B,66
112312233,Linear algebra 2,2019A,56
213123233,Linear algebra 2,2019A,59
213121122,Linear algebra 2,2019A,100
313231121,Linear algebra 1,2022B,67
233131111,Linear algebra 1,2018B,68
133113232,Calculus 1,2020A,68
113223211,Calculus 1,2018B,49
221122333,Calculus 2,2019A,62
111312322,Calculus 2,2023B,52
223313212,Calculus 1,2021B,85
111332332,Intro to Java,2023B,52
332133121,Calculus 2,2021B,45
131223321,Calculus 2,2019A,69
221113212,Calculus 1,2023B,56
311312322,Linear algebra 1,2019A,60
331311121,Calculus 1,2019A,59
222211111,Algorithms,2018B,89
233123311,Intro to Java,2018B,73
123233112,Linear algebra 2,2021B,74
312321133,Algorithms,2022B,80
231123113,Intro to Java,2020A,37
131333312,Intro to Java,2019A,73
121132321,Intro to Java,2020A,81
112223122,Algorithms,2023B,72
212332222,Linear algebra 2,2021B,72
232233331,Intro to Java,2021B,73
331212211,Algorithms,2019A,100
221323133,Intro to Java,2022B,53
312321132,Calculus 1,2020A,92
122223112,Linear algebra 1,2021B,50
311212122,Intro to Java,2020A,57
231223132,Intro to Java,2022B,62
211123323,Calculus 1,2019A,67
222211231,Calculus 2,2018B,57
312132313,Linear algebra 2,2022B,97
331132312,Algorithms,2023B,90
331132112,Calculus 1,2021B,89
333333213,Linear algebra 1,2021B,52
313123311,Calculus 2,2018B,86
233113313,Linear algebra 1,2018B,81
113113222,Algorithms,2023B,33
113131231,Algorithms,2022B,86
311311122,Linear algebra 2,2021B,54
221313221,Intro to Java,2021B,95
221331111,Algorithms,2018B,95
122131121,Intro to Java,2020A,62
333332322,Algorithms,2018B,95
211221332,Linear algebra 2,2022B,64
231332323,Intro to Java,2022B,69
232133323,Linear algebra 1,2023B,65
322232112,Linear algebra 1,2018B,77
312121321,Algorithms,2023B,90
321313232,Linear algebra 2,2018B,78
212233222,Linear algebra 1,2020A,90
232222313,Linear algebra 2,2021B,84
113321113,Calculus 1,2018B,75
333312332,Linear algebra 1,2023B,57
322133213,Calculus 1,2020A,76
311131221,Linear algebra 2,2019A,49
323131131,Linear algebra 1,2023B,82
213313212,Calculus 2,2022B,76
112232111,Linear algebra 1,2022B,77
231332321,Linear algebra 2,2022B,93
222231323,Calculus 2,2021B,66
111121312,Algorithms,2020A,59
131222221,Linear algebra 1,2020A,60
312123321,Algorithms,2020A,71
333213322,Calculus 2,2019A,47
331123313,Calculus 2,2022B,67
131132221,Calculus 1,2018B,88
213131222,Intro to Java,2021B,41
121312112,Linear algebra 2,2019A,53
121233312,Linear algebra 2,2022B,56
322313213,Calculus 1,2018B,65
311221122,Calculus 1,2021B,60
112323331,Calculus 1,2020A,49
313311111,Calculus 2,2023B,70
222112132,Calculus 1,2019A,70
112221121,Intro to Java,2019A,77
232111232,Linear algebra 2,2022B,56
113231232,Calculus 1,2018B,100
232121131,Linear algebra 2,2020A,58
231121212,Intro to Java,2019A,65
132131223,Linear algebra 1,2019A,73
132313331,Calculus 1,2023B,73
312223212,Linear algebra 1,2022B,73
112332112,Calculus 2,2020A,73
222331332,Calculus 2,2022B,72
211123213,Intro to Java,2018B,86
323333132,Linear algebra 2,2023B,60
131123133,Calculus 1,2022B,55
213232132,Algorithms,2021B,44
312323333,Calculus 2,2023B,89
313233333,Linear algebra 1,2021B,84
322223311,Calculus 2,2019A,57
221223121,Intro to Java,2018B,60
222111312,Calculus 1,2019A,56
312112213,Linear algebra 1,2018B,91
123333233,Calculus 1,2021B,65
322221323,Intro to Java,2018B,81
211312312,Calculus 1,2020A,65
121232221,Intro to Java,2023B,72
312223331,Calculus 1,2021B,70
331223131,Calculus 1,2023B,74
112133112,Calculus 2,2020A,53
333333311,Calculus 2,2023B,60
123122221,Intro to Java,2019A,43
322131332,Calculus 1,2022B,70
333313123,Calculus 2,2023B,74
131233211,Linear algebra 1,2022B,88
312113332,Algorithms,2019A,82
331332221,Calculus 1,2019A,65
131332213,Calculus 1,2020A,79
312231112,Calculus 2,2023B,65
113332112,Linear algebra 2,2018B,69
331122312,Linear algebra 2,2023B,71
213323321,Calculus 2,2020A,78
213233132,Algorithms,2022B,63
223131323,Calculus 2,2023B,37
232231111,Calculus 2,2022B,67
331212322,Calculus 1,2023B,92
113133112,Calculus 1,2022B,83
233233212,Intro to Java,2018B,78
233311113,Calculus 1,2018B,82
222321312,Algorithms,2021B,57
323121331,Calculus 1,2023B,63
232112122,Linear algebra 1,2021B,57
222321222,Intro to Java,2021B,46
332332313,Linear algebra 1,2020A,84
221312333,Linear algebra 1,2020A,80
123112321,Calculus 1,2022B,98
212113333,Linear algebra 2,2022B,65
112221213,Intro to Java,2022B,58
333223132,Intro to Java,2019A,75
333313232,Calculus 2,2021B,45
213312321,Calculus 2,2021B,80
332112321,Algorithms,2023B,86
223231311,Calculus 2,2019A,28
112111123,Algorithms,2020A,48
122233132,Calculus 2,2019A,70
212121323,Intro to Java,2021B,85
312113231,Linear algebra 1,2020A,73
112312312,Linear algebra 1,2023B,49
212111133,Linear algebra 2,2023B,56
133312311,Intro to Java,2020A,84
331131221,Calculus 2,2022B,100
211212211,Linear algebra 1,2020A,82
331331323,Calculus 2,2021B,81
311123123,Algorithms,2021B,65
211231112,Linear algebra 2,2021B,91
111112222,Linear algebra 1,2018B,71
331211231,Linear algebra 2,2019A,78
333331123,Calculus 2,2023B,53
112231213,Algorithms,2020A,62
332123211,Calculus 1,2023B,100
111233232,Linear algebra 2,2022B,76
113133332,Linear algebra 2,2020A,46
121332121,Calculus 1,2018B,54
112222311,Calculus 2,2019A,54
322131233,Calculus 1,2023B,53
113231213,Calculus 2,2022B,100
211123122,Calculus 2,2019A,87
131132112,Algorithms,2022B,78
332123232,Intro to Java,2023B,82
222313321,Calculus 1,2018B,73
331311331,Algorithms,2018B,75
111322231,Calculus 2,2018B,78
122131313,Intro to Java,2022B,53
111223133,Calculus 2,2018B,86
232121331,Calculus 2,2019A,86
111211213,Calculus 1,2021B,91
133233333,Intro to Java,2023B,92
132133121,Intro to Java,2020A,58
321331133,Intro to Java,2019A,71
222121331,Algorithms,2021B,64
112121221,Algorithms,2021B,77
313113212,Algorithms,2019A,83
113333223,Calculus 1,2019A,71
311122332,Calculus 1,2022B,65
211312111,Intro to Java,2022B,83
222233233,Intro to Java,2021B,64
112232121,Algorithms,2022B,84
223112231,Algorithms,2020A,42
313221332,Calculus 2,2023B,79
123212112,Calculus 2,2019A,64
312132121,Intro to Java,2019A,90
133323223,Calculus 2,2020A,66
133211122,Linear algebra 2,2021B,65
312323231,Calculus 1,2023B,62
231221312,Calculus 2,2019A,84
311223131,Intro to Java,2023B,75
121122223,Intro to Java,2021B,34
331232332,Algorithms,2022B,76
211311332,Intro to Java,2022B,77
111111131,Calculus 1,2018B,44
113332311,Calculus 2,2019A,79
313132332,Calculus 2,2018B,64
132212122,Linear algebra 1,2023B,79
121111322,Calculus 2,2022B,41
122211233,Intro to Java,2022B,68
333231331,Calculus 2,2023B,62
333221113,Calculus 1,2020A,63
211311331,Linear algebra 1,2019A,74
311121213,Calculus 1,2022B,68
231231323,Algorithms,2021B,82
331133323,Linear algebra 2,2021B,62
232231221,Calculus 2,2021B,78
123312111,Linear algebra 1,2023B,86
221121133,Calculus 1,2022B,73
231323231,Calculus 1,2023B,62
133222223,Algorithms,2022B,70
312122131,Linear algebra 1,2018B,59
122233211,Calculus 1,2023B,41
113232123,Calculus 2,2018B,60
112132123,Calculus 1,2022B,70
311232131,Calculus 2,2021B,90
332212312,Linear algebra 1,2021B,69
323211131,Linear algebra 1,2021B,70
113322323,Linear algebra 2,2018B,53
211213333,Calculus 2,2021B,64
313322313,Calculus 2,2019A,87
132113123,Calculus 2,2020A,71
133232213,Calculus 2,2021B,100
233332222,Calculus 2,2022B,54
213111211,Linear algebra 2,2023B,36
123222222,Linear algebra 1,2021B,72
311212323,Linear algebra 2,2023B,84
121112212,Intro to Java,2023B,69
231132211,Linear algebra 1,2023B,43
313222133,Calculus 2,2023B,78
311123233,Calculus 1,2022B,91
213131112,Intro to Java,2020A,75
122322121,Calculus 2,2020A,95
333213333,Linear algebra 1,2020A,43
232122222,Intro to Java,2023B,76
322221221,Linear algebra 1,2023B,82
111121223,Linear algebra 2,2023B,58
332322311,Algorithms,2022B,79
133232222,Linear algebra 2,2018B,74
313223133,Calculus 1,2020A,73
332311211,Calculus 1,2019A,86
333332231,Calculus 1,2018B,62
112332132,Algorithms,2021B,60
122121312,Calculus 1,2023B,90
212233112,Linear algebra 1,2018B,67
221323332,Calculus 1,2021B,86
323313133,Calculus 1,2021B,73
131333113,Linear algebra 2,2018B,51
221212132,Linear algebra 2,2020A,49
233113132,Calculus 1,2018B,75
221213213,Algorithms,2018B,79
132112131,Intro to Java,2018B,77
321331313,Algorithms,2018B,55
112222132,Linear algebra 1,2021B,61
123132331,Linear algebra 1,2022B,63
223232231,Calculus 1,2020A,80
312221123,Calculus 2,2019A,71
222332132,Intro to Java,2021B,100
123113222,Algorithms,2019A,78
111132131,Intro to Java,2021B,86
333132333,Calculus 1,2021B,65
332132122,Algorithms,2020A,80
112232321,Linear algebra 1,2018B,100
211212132,Intro to Java,2023B,96
322131232,Algorithms,2023B,49
313311312,Calculus 2,2020A,76
311213113,Calculus 2,2019A,72
113132323,Algorithms,2022B,73
233233211,Algorithms,2021B,69
123131322,Calculus 2,2018B,71
113322332,Calculus 2,2020A,69
332223311,Algorithms,2020A,71
112211122,Linear algebra 2,2018B,95
332133233,Linear algebra 2,2021B,98
112111232,Calculus 1,2018B,54
321313123,Algorithms,2023B,48
211131121,Calculus 2,2020A,78
331132222,Intro to Java,2019A,100
132211211,Linear algebra 2,2023B,70
111212333,Linear algebra 1,2019A,72
232331221,Linear algebra 1,2022B,57
112311122,Algorithms,2023B,65
113232333,Calculus 2,2019A,64
313211222,Algorithms,2019A,18
312122122,Calculus 1,2023B,72
223311223,Linear algebra 2,2019A,72
223323131,Linear algebra 2,2021B,89
123312231,Calculus 1,2019A,56
133333322,Calculus 2,2021B,45
223122133,Calculus 2,2020A,77
123332323,Calculus 2,2023B,72
332323131,Linear algebra 2,2021B,72
122212313,Intro to Java,2019A,62
311213232,Linear algebra 1,2020A,79
311223213,Calculus 2,2020A,73
132223211,Calculus 2,2023B,52
323231321,Intro to Java,2018B,61
132311111,Linear algebra 2,2022B,91
231132123,Linear algebra 2,2023B,75
233133121,Intro to Java,2021B,67
212121311,Calculus 2,2023B,85
313213223,Intro to Java,2019A,69
321233322,Linear algebra 2,2022B,98
211331112,Linear algebra 2,2022B,66
113131311,Intro to Java,2021B,88
213112112,Intro to Java,2020A,68
232312131,Algorithms,2019A,60
122313212,Algorithms,2018B,54
331321113,Intro to Java,2023B,99
211111322,Linear algebra 1,2020A,48
221233233,Intro to Java,2020A,94
211133122,Calculus 2,2021B,96
222211332,Intro to Java,2022B,76
212313323,Calculus 1,2020A,80
322113322,Algorithms,2022B,66
131212131,Linear algebra 1,2022B,51
311113113,Intro to Java,2023B,57
121122331,Linear algebra 2,2018B,54
211123322,Intro to Java,2018B,92
222122312,Algorithms,2018B,71
233122233,Calculus 1,2022B,71
132323222,Linear algebra 1,2020A,78
312311221,Calculus 2,2023B,49
331222111,Algorithms,2020A,71
211332113,Calculus 2,2019A,71
312232311,Calculus 1,2022B,74
131211221,Calculus 1,2023B,76
133122332,Algorithms,2020A,68
211311221,Linear algebra 2,2018B,69
321211122,Algorithms,2019A,70
133332112,Intro to Java,2023B,70
213111111,Algorithms,2019A,62
132113322,Calculus 2,2019A,76
223133311,Linear algebra 2,2021B,59
123232213,Linear algebra 2,2018B,69
211222222,Linear algebra 2,2020A,78
122332132,Linear algebra 2,2019A,70
231111312,Linear algebra 1,2021B,80
323321333,Linear algebra 1,2022B,77
211212331,Intro to Java,2023B,63
232232331,Linear algebra 1,2019A,15
333131113,Algorithms,2023B,79
113312213,Linear algebra 2,2022B,84
312121313,Linear algebra 1,2021B,90
331221132,Algorithms,2019A,87
133122233,Calculus 1,2022B,50
132322123,Intro to Java,2021B,67
212131133,Calculus 2,2023B,74
311313231,Intro to Java,2019A,84
331122333,Algorithms,2020A,51
121332313,Intro to Java,2018B,57
213311233,Algorithms,2022B,82
212221223,Algorithms,2020A,57
322221132,Linear algebra 2,2018B,84
332132211,Linear algebra 1,2023B,50
122123113,Linear algebra 1,2019A,68
331131212,Calculus 1,2022B,72
322213331,Linear algebra 1,2020A,70
313211231,Intro to Java,2018B,97
331123221,Calculus 1,2020A,85
223322333,Linear algebra 1,2018B,78
232112132,Linear algebra 2,2019A,62
323312332,Calculus 2,2018B,56
121333333,Intro to Java,2022B,49
231121322,Linear algebra 2,2023B,58
221221332,Linear algebra 1,2023B,35
311223333,Intro to Java,2022B,50
213333331,Calculus 2,2023B,58
113111233,Intro to Java,2023B,78
332231221,Intro to Java,2018B,76
312212133,Intro to Java,2020A,53
231121231,Intro to Java,2023B,70
332332211,Linear algebra 2,2020A,91
232122121,Calculus 1,2019A,81
322111233,Algorithms,2020A,79
112322321,Calculus 1,2018B,59
231232331,Linear algebra 2,2019A,68
323211323,Linear algebra 1,2018B,60
221331332,Calculus 1,2023B,39
321112221,Linear algebra 1,2019A,68
232233123,Linear algebra 2,2020A,69
212222323,Linear algebra 1,2019A,93
232312332,Intro to Java,2019A,56
332332212,Calculus 2,2020A,69
131323123,Calculus 2,2023B,48
132312312,Linear algebra 1,2022B,78
223212113,Linear algebra 2,2019A,79
233333121,Intro to Java,2023B,79
223212313,Linear algebra 2,2019A,68
121323111,Linear algebra 1,2019A,43
132231232,Calculus 1,2018B,65
122123121,Algorithms,2021B,75
213312122,Intro to Java,2020A,80
223121111,Calculus 1,2019A,48
112223313,Intro to Java,2021B,86
331122223,Calculus 1,2019A,62
333223123,Linear algebra 1,2019A,67
223123233,Algorithms,2020A,53
121212211,Linear algebra 2,2023B,41
223132213,Linear algebra 2,2022B,61
122232332,Algorithms,2022B,62
122332133,Linear algebra 1,2019A,65
132311321,Calculus 2,2020A,63
231331112,Linear algebra 1,2022B,100
123331233,Intro to Java,2020A,59
311233112,Intro to Java,2021B,85
122321113,Algorithms,2020A,66
332212333,Linear algebra 2,2023B,47
231131131,Linear algebra 1,2019A,61
131323313,Calculus 2,2019A,84
313311132,Linear algebra 1,2022B,71
232111133,Linear algebra 1,2022B,50
231323212,Linear algebra 1,2018B,71
212211111,Calculus 1,2023B,70
133333332,Algorithms,2019A,90
213132122,Intro to Java,2023B,38
322123231,Intro to Java,2022B,55
221232113,Intro to Java,2018B,52
332311213,Calculus 2,2021B,71
313221122,Algorithms,2022B,76
233331133,Calculus 1,2021B,73
133121113,Calculus 2,2018B,85
333313223,Linear algebra 2,2018B,72
233312213,Calculus 1,2020A,56
231313113,Linear algebra 1,2019A,87
333122213,Algorithms,2023B,56
332213213,Intro to Java,2022B,67
111232333,Calculus 2,2023B,35
132321333,Intro to Java,2022B,57
333113323,Linear algebra 1,2021B,70
333231111,Linear algebra 1,2019A,52
331333122,Linear algebra 2,2021B,76
123132313,Algorithms,2021B,71
112313311,Linear algebra 1,2020A,60
312131222,Linear algebra 1,2018B,76
323331212,Linear algebra 1,2020A,89
111233333,Calculus 2,2019A,71
332331112,Calculus 2,2019A,76
331133213,Linear algebra 1,2023B,100
111211322,Linear algebra 1,2022B,54
111123113,Calculus 1,2021B,46
212312212,Linear algebra 2,2021B,91
223311322,Linear algebra 2,2019A,62
122321311,Linear algebra 1,2018B,61
313122222,Calculus 1,2020A,85
111121222,Calculus 2,2021B,67
112223221,Intro to Java,2022B,86
332221232,Linear algebra 1,2019A,99
333233111,Linear algebra 2,2020A,76
222111332,Linear algebra 2,2022B,91
321211231,Intro to Java,2022B,85
132322322,Algorithms,2019A,88
223212123,Linear algebra 1,2021B,69
133231322,Algorithms,2023B,57
332311323,Calculus 2,2019A,67
113221312,Calculus 1,2021B,56
221132133,Calculus 1,2019A,95
112312223,Intro to Java,2022B,99
331133333,Algorithms,2019A,33
121312113,Calculus 2,2019A,53
223122123,Calculus 2,2019A,89
122322133,Linear algebra 2,2019A,73
331123312,Intro to Java,2023B,83
212111131,Calculus 1,2018B,71
323121122,Calculus 1,2019A,69
122323112,Calculus 2,2021B,73
313321131,Calculus 2,2019A,74
112133123,Linear algebra 2,2018B,60
332211311,Intro to Java,2018B,77
223213121,Intro to Java,2022B,39
312221111,Linear algebra 2,2021B,21
132123231,Calculus 1,2022B,64
332123212,Calculus 2,2022B,64
322132311,Intro to Java,2018B,72
321312313,Algorithms,2021B,33
332323122,Linear algebra 1,2021B,68
132233233,Calculus 1,2021B,83
222321113,Calculus 1,2021B,78
233311221,Calculus 2,2018B,76
331331131,Calculus 1,2020A,67
